   3.6167009e+03	   4.4940110e+03	   4.0209140e+03	   4.4897945e+03	   3.3710964e+03	
   3.6188914e+03	   4.4960607e+03	   4.0235053e+03	   4.4903002e+03	   3.3724108e+03	
   3.6149140e+03	   4.4943852e+03	   4.0212881e+03	   4.4901197e+03	   3.3714169e+03	
   3.6192463e+03	   4.4964344e+03	   4.0238775e+03	   4.4906251e+03	   3.3727298e+03	
   3.6152687e+03	   4.4947586e+03	   4.0216616e+03	   4.4904443e+03	   3.3717367e+03	
   3.6196005e+03	   4.4968074e+03	   4.0242490e+03	   4.4909495e+03	   3.3730480e+03	
   3.6156227e+03	   4.4951313e+03	   4.0220345e+03	   4.4907683e+03	   3.3720559e+03	
   3.6199541e+03	   4.4971797e+03	   4.0246199e+03	   4.4912734e+03	   3.3733657e+03	
   3.6159761e+03	   4.4955033e+03	   4.0224067e+03	   4.4910918e+03	   3.3723744e+03	
   3.6203071e+03	   4.4975512e+03	   4.0249902e+03	   4.4915966e+03	   3.3736827e+03	
   3.6163288e+03	   4.4958745e+03	   4.0227783e+03	   4.4914146e+03	   3.3726923e+03	
   3.6206595e+03	   4.4979220e+03	   4.0253598e+03	   4.4919193e+03	   3.3739990e+03	
   3.6166809e+03	   4.4962450e+03	   4.0231493e+03	   4.4917369e+03	   3.3730095e+03	
   3.6210112e+03	   4.4982921e+03	   4.0257288e+03	   4.4922414e+03	   3.3743147e+03	
   3.6170368e+03	   4.4966148e+03	   4.0235196e+03	   4.4920586e+03	   3.3733260e+03	
   3.6213624e+03	   4.4986614e+03	   4.0260972e+03	   4.4925629e+03	   3.3746297e+03	
   3.6173876e+03	   4.4969838e+03	   4.0238893e+03	   4.4923797e+03	   3.3736419e+03	
   3.6217130e+03	   4.4990299e+03	   4.0264649e+03	   4.4928838e+03	   3.3749440e+03	
   3.6177377e+03	   4.4973521e+03	   4.0242584e+03	   4.4927002e+03	   3.3739571e+03	
   3.6220629e+03	   4.4993977e+03	   4.0268319e+03	   4.4932042e+03	   3.3752578e+03	
   3.6180872e+03	   4.4977196e+03	   4.0246268e+03	   4.4930201e+03	   3.3742717e+03	
   3.6224122e+03	   4.4997648e+03	   4.0271983e+03	   4.4935239e+03	   3.3755708e+03	
   3.6184360e+03	   4.4980864e+03	   4.0249946e+03	   4.4933394e+03	   3.3745856e+03	
   3.6227609e+03	   4.5001311e+03	   4.0275641e+03	   4.4938431e+03	   3.3758832e+03	
   3.6187841e+03	   4.4984525e+03	   4.0253617e+03	   4.4936581e+03	   3.3748988e+03	
   3.6231089e+03	   4.5004967e+03	   4.0279292e+03	   4.4941617e+03	   3.3761950e+03	
   3.6191317e+03	   4.4988178e+03	   4.0257282e+03	   4.4939762e+03	   3.3752114e+03	
   3.6234563e+03	   4.5008615e+03	   4.0282936e+03	   4.4944798e+03	   3.3765061e+03	
   3.6194786e+03	   4.4991823e+03	   4.0260941e+03	   4.4942938e+03	   3.3755233e+03	
   3.6238030e+03	   4.5012256e+03	   4.0286574e+03	   4.4947972e+03	   3.3768165e+03	
   3.6198248e+03	   4.4995461e+03	   4.0264593e+03	   4.4946107e+03	   3.3758345e+03	
   3.6241491e+03	   4.5015889e+03	   4.0290205e+03	   4.4951141e+03	   3.3771263e+03	
   3.6201704e+03	   4.4999092e+03	   4.0268239e+03	   4.4949271e+03	   3.3761451e+03	
   3.6244946e+03	   4.5019515e+03	   4.0293830e+03	   4.4954304e+03	   3.3774354e+03	
   3.6205153e+03	   4.5002715e+03	   4.0271879e+03	   4.4952428e+03	   3.3764550e+03	
   3.6248394e+03	   4.5023133e+03	   4.0297449e+03	   4.4957461e+03	   3.3777438e+03	
   3.6208596e+03	   4.5006331e+03	   4.0275512e+03	   4.4955580e+03	   3.3767642e+03	
   3.6251835e+03	   4.5026743e+03	   4.0301060e+03	   4.4960612e+03	   3.3780516e+03	
   3.6212033e+03	   4.5009939e+03	   4.0279139e+03	   4.4958725e+03	   3.3770728e+03	
   3.6255271e+03	   4.5030346e+03	   4.0304666e+03	   4.4953796e+03	   3.3783587e+03	
   3.6215463e+03	   4.5013539e+03	   4.0282759e+03	   4.4961861e+03	   3.3773807e+03	
   3.6258700e+03	   4.5025728e+03	   4.0308264e+03	   4.4956935e+03	   3.3786652e+03	
   3.6218886e+03	   4.5017134e+03	   4.0286373e+03	   4.4964991e+03	   3.3776879e+03	
   3.6262122e+03	   4.5029332e+03	   4.0311856e+03	   4.4960068e+03	   3.3789710e+03	
   3.6222303e+03	   4.5020949e+03	   4.0289980e+03	   4.4968115e+03	   3.3779945e+03	
   3.6265538e+03	   4.5032931e+03	   4.0315442e+03	   4.4963195e+03	   3.3792761e+03	
   3.6225714e+03	   4.5024536e+03	   4.0293581e+03	   4.4971233e+03	   3.3783004e+03	
   3.6268947e+03	   4.5036523e+03	   4.0319021e+03	   4.4966316e+03	   3.3795806e+03	
   3.6229118e+03	   4.5028116e+03	   4.0297176e+03	   4.4974345e+03	   3.3786056e+03	
   3.6272351e+03	   4.5040106e+03	   4.0322593e+03	   4.4969432e+03	   3.3798844e+03	
   3.6232515e+03	   4.5031688e+03	   4.0300764e+03	   4.4977451e+03	   3.3789102e+03	
   3.6275747e+03	   4.5043683e+03	   4.0326159e+03	   4.4972541e+03	   3.3801875e+03	
   3.6235906e+03	   4.5035253e+03	   4.0304345e+03	   4.4980550e+03	   3.3792140e+03	
   3.6279137e+03	   4.5047251e+03	   4.0329718e+03	   4.4975645e+03	   3.3804900e+03	
   3.6239291e+03	   4.5038809e+03	   4.0307921e+03	   4.4983644e+03	   3.3795172e+03	
   3.6282521e+03	   4.5050812e+03	   4.0333271e+03	   4.4978743e+03	   3.3807918e+03	
   3.6242669e+03	   4.5042359e+03	   4.0311489e+03	   4.4986732e+03	   3.3798198e+03	
   3.6285898e+03	   4.5054366e+03	   4.0336817e+03	   4.4981835e+03	   3.3810930e+03	
   3.6246041e+03	   4.5045900e+03	   4.0315052e+03	   4.4989814e+03	   3.3801216e+03	
   3.6289269e+03	   4.5057912e+03	   4.0340357e+03	   4.4984922e+03	   3.3813934e+03	
   3.6249406e+03	   4.5049434e+03	   4.0318608e+03	   4.4992890e+03	   3.3804228e+03	
   3.6292634e+03	   4.5061450e+03	   4.0343890e+03	   4.4988002e+03	   3.3816932e+03	
   3.6252764e+03	   4.5052961e+03	   4.0322157e+03	   4.4995960e+03	   3.3807233e+03	
   3.6295992e+03	   4.5064980e+03	   4.0347416e+03	   4.4991077e+03	   3.3819924e+03	
   3.6256117e+03	   4.5056480e+03	   4.0325701e+03	   4.4999023e+03	   3.3810231e+03	
   3.6299343e+03	   4.5068503e+03	   4.0350936e+03	   4.4994145e+03	   3.3822908e+03	
   3.6259462e+03	   4.5059991e+03	   4.0329238e+03	   4.5002081e+03	   3.3813223e+03	
   3.6302688e+03	   4.5072018e+03	   4.0354449e+03	   4.4997208e+03	   3.3825886e+03	
   3.6262801e+03	   4.5063494e+03	   4.0332768e+03	   4.5005133e+03	   3.3816207e+03	
   3.6306027e+03	   4.5075526e+03	   4.0357956e+03	   4.5000265e+03	   3.3828857e+03	
   3.6266134e+03	   4.5066990e+03	   4.0336292e+03	   4.5008178e+03	   3.3819185e+03	
   3.6309359e+03	   4.5079026e+03	   4.0361456e+03	   4.5003316e+03	   3.3831822e+03	
   3.6269460e+03	   4.5070478e+03	   4.0339810e+03	   4.5011218e+03	   3.3822156e+03	
   3.6312685e+03	   4.5082518e+03	   4.0364948e+03	   4.5006361e+03	   3.3834779e+03	
   3.6272780e+03	   4.5073958e+03	   4.0343319e+03	   4.5014251e+03	   3.3825121e+03	
   3.6316004e+03	   4.5086002e+03	   4.0368422e+03	   4.5009400e+03	   3.3837731e+03	
   3.6276093e+03	   4.5077430e+03	   4.0346752e+03	   4.5017279e+03	   3.3828078e+03	
   3.6319317e+03	   4.5089479e+03	   4.0371397e+03	   4.5012434e+03	   3.3840675e+03	
   3.6279400e+03	   4.5080895e+03	   4.0349519e+03	   4.5020300e+03	   3.3831029e+03	
   3.6322623e+03	   4.5092947e+03	   4.0374229e+03	   4.5015461e+03	   3.3843612e+03	
   3.6282700e+03	   4.5084352e+03	   4.0352342e+03	   4.5023316e+03	   3.3833973e+03	
